# PA-AU                      Mueller et al. [1987]
# +1.59803E+02,-6.00055E+01
# +1.60327E+02,-6.05039E+01
# +1.60740E+02,-6.10526E+01
# +1.61129E+02,-6.13842E+01
# +1.61228E+02,-6.14567E+01
# -10000, -10000
# AU\PA                      Mueller et al. [1987]
 +1.66951E+02,-4.49871E+01
 +1.67100E+02,-4.48262E+01
 +1.67368E+02,-4.46478E+01
 +1.67688E+02,-4.44660E+01
 +1.68081E+02,-4.43297E+01
 +1.68488E+02,-4.41660E+01
 +1.68770E+02,-4.40215E+01
# -10000, -10000
# AU-PA                      Mueller et al. [1987]
 +1.68770E+02,-4.40215E+01
 +1.69136E+02,-4.38453E+01
 +1.69647E+02,-4.35943E+01
 +1.70103E+02,-4.33578E+01
 +1.70638E+02,-4.30879E+01
 +1.70995E+02,-4.29318E+01
 +1.71277E+02,-4.27430E+01
 +1.71473E+02,-4.26755E+01
 +1.71859E+02,-4.26156E+01
 +1.72593E+02,-4.24830E+01
 +1.73126E+02,-4.23917E+01
 +1.73724E+02,-4.22908E+01
 +1.74304E+02,-4.22013E+01
 +1.74988E+02,-4.21219E+01
 +1.75503E+02,-4.20593E+01
# -10000, -10000
# KE/PA                      Mueller et al. [1987]
 +1.75503E+02,-4.20593E+01
 +1.76081E+02,-4.19100E+01
 +1.76673E+02,-4.17560E+01
 +1.77123E+02,-4.16566E+01
 +1.77607E+02,-4.14997E+01
 +1.78015E+02,-4.11879E+01
 +1.78284E+02,-4.08071E+01
 +1.78566E+02,-4.04240E+01
 +1.78792E+02,-4.00870E+01
 +1.78950E+02,-3.96848E+01
 +1.79125E+02,-3.92296E+01
 +1.79215E+02,-3.88885E+01
 +1.79366E+02,-3.85380E+01
 +1.79569E+02,-3.82045E+01
 +1.79838E+02,-3.74758E+01
 -1.79811E+02,-3.67930E+01
 -1.79371E+02,-3.61790E+01
 -1.79044E+02,-3.55423E+01
 -1.78641E+02,-3.50218E+01
 -1.78539E+02,-3.47058E+01
 -1.78413E+02,-3.44854E+01
 -1.78294E+02,-3.42413E+01
 -1.78208E+02,-3.38459E+01
 -1.77981E+02,-3.35795E+01
 -1.77810E+02,-3.31908E+01
 -1.77666E+02,-3.26959E+01
 -1.77649E+02,-3.22028E+01
 -1.77538E+02,-3.19574E+01
 -1.77301E+02,-3.17932E+01
 -1.77108E+02,-3.14517E+01
 -1.76919E+02,-3.10374E+01
 -1.76690E+02,-3.06779E+01
 -1.76547E+02,-3.03215E+01
 -1.76339E+02,-2.98808E+01
 -1.76153E+02,-2.94691E+01
 -1.76078E+02,-2.90653E+01
 -1.75995E+02,-2.86971E+01
 -1.75885E+02,-2.82638E+01
 -1.75785E+02,-2.77843E+01
 -1.75545E+02,-2.73180E+01
 -1.75400E+02,-2.68569E+01
 -1.75423E+02,-2.64372E+01
 -1.75415E+02,-2.60248E+01
 -1.75382E+02,-2.57295E+01
 -1.75297E+02,-2.54257E+01
 -1.75261E+02,-2.51425E+01
 -1.75229E+02,-2.48362E+01
 -1.75209E+02,-2.44719E+01
 -1.75102E+02,-2.40701E+01
 -1.74985E+02,-2.37499E+01
# -10000, -10000
# TO/PA                      Mueller et al. [1987]
 -1.74985E+02,-2.37499E+01
 -1.74842E+02,-2.35126E+01
 -1.74663E+02,-2.32205E+01
 -1.74489E+02,-2.29058E+01
 -1.74323E+02,-2.26169E+01
 -1.74139E+02,-2.22898E+01
 -1.73952E+02,-2.19153E+01
 -1.73818E+02,-2.15263E+01
 -1.73703E+02,-2.12476E+01
 -1.73551E+02,-2.08926E+01
 -1.73403E+02,-2.05862E+01
 -1.73218E+02,-2.02040E+01
 -1.73053E+02,-1.97788E+01
 -1.72970E+02,-1.94608E+01
 -1.72874E+02,-1.90710E+01
 -1.72786E+02,-1.87769E+01
 -1.72698E+02,-1.84832E+01
 -1.72591E+02,-1.81523E+01
 -1.72540E+02,-1.79348E+01
 -1.72445E+02,-1.76766E+01
 -1.72374E+02,-1.72706E+01
 -1.72335E+02,-1.69629E+01
 -1.72311E+02,-1.67157E+01
 -1.72307E+02,-1.63319E+01
 -1.72300E+02,-1.60410E+01
 -1.72331E+02,-1.57320E+01
 -1.72355E+02,-1.55611E+01
 -1.72428E+02,-1.53734E+01
 -1.72602E+02,-1.51514E+01
 -1.72774E+02,-1.50330E+01
 -1.72939E+02,-1.48669E+01
 -1.73130E+02,-1.47848E+01
 -1.73273E+02,-1.46967E+01
 -1.73407E+02,-1.45840E+01
# -10000, -10000
# PA/AU                      Massell et al., 2000, Figure 3, Puysegur thrust
 +1.66951E+02,-4.49871E+01
 +1.66710E+02,-4.52113E+01
 +1.66537E+02,-4.53502E+01
 +1.66377E+02,-4.55150E+01
 +1.66205E+02,-4.57364E+01
 +1.66019E+02,-4.58872E+01
 +1.65920E+02,-4.59581E+01
 +1.65733E+02,-4.60648E+01
 +1.65427E+02,-4.61898E+01
 +1.65168E+02,-4.64052E+01
 +1.65021E+02,-4.66013E+01
 +1.64943E+02,-4.67830E+01
 +1.64923E+02,-4.70108E+01
 +1.64838E+02,-4.71485E+01
 +1.64739E+02,-4.72562E+01
 +1.64699E+02,-4.74439E+01
 +1.64651E+02,-4.75208E+01
 +1.64528E+02,-4.76576E+01
 +1.64480E+02,-4.77595E+01
 +1.64483E+02,-4.79197E+01
 +1.64398E+02,-4.80593E+01
 +1.64389E+02,-4.82020E+01
 +1.64309E+02,-4.82738E+01
 +1.64287E+02,-4.84286E+01
 +1.64215E+02,-4.85916E+01
 +1.64130E+02,-4.87417E+01
 +1.63964E+02,-4.89171E+01
 +1.63868E+02,-4.91157E+01
 +1.63740E+02,-4.93222E+01
 +1.63545E+02,-4.95732E+01
 +1.63448E+02,-4.97612E+01
 +1.63412E+02,-4.98466E+01
 +1.63296E+02,-4.99853E+01
 +1.63235E+02,-5.00787E+01
# -10000, -10000
# PA-AU                      Massell et al., 2000, Figure 3
 +1.63235E+02,-5.00787E+01
 +1.63047E+02,-5.02732E+01
 +1.62963E+02,-5.03688E+01
 +1.62785E+02,-5.04433E+01
 +1.62594E+02,-5.05495E+01
 +1.62453E+02,-5.06679E+01
 +1.62273E+02,-5.08174E+01
 +1.62049E+02,-5.09621E+01
 +1.61825E+02,-5.11182E+01
 +1.61716E+02,-5.11921E+01
 +1.61542E+02,-5.13988E+01
 +1.61368E+02,-5.15421E+01
 +1.61162E+02,-5.17508E+01
 +1.61026E+02,-5.19244E+01
 +1.60762E+02,-5.21656E+01
 +1.60671E+02,-5.22918E+01
 +1.60535E+02,-5.24327E+01
 +1.60342E+02,-5.26336E+01
 +1.60092E+02,-5.28217E+01
 +1.59905E+02,-5.29907E+01
 +1.59731E+02,-5.31704E+01
 +1.59512E+02,-5.33452E+01
 +1.59318E+02,-5.35980E+01
 +1.59216E+02,-5.36195E+01
 +1.59142E+02,-5.38122E+01
 +1.58985E+02,-5.40883E+01
 +1.58885E+02,-5.43080E+01
 +1.58740E+02,-5.45589E+01
 +1.58674E+02,-5.46894E+01
 +1.58618E+02,-5.49279E+01
 +1.58596E+02,-5.50467E+01
 +1.58540E+02,-5.52724E+01
 +1.58465E+02,-5.55216E+01
 +1.58332E+02,-5.57793E+01
 +1.58226E+02,-5.60216E+01
 +1.58153E+02,-5.61647E+01
 +1.58042E+02,-5.63105E+01
 +1.57944E+02,-5.64385E+01
 +1.57823E+02,-5.67248E+01
 +1.57703E+02,-5.69918E+01
 +1.57640E+02,-5.72302E+01
 +1.57615E+02,-5.74740E+01
 +1.57620E+02,-5.77835E+01
 +1.57751E+02,-5.80681E+01
 +1.57920E+02,-5.83342E+01
 +1.58121E+02,-5.86051E+01
 +1.58267E+02,-5.87792E+01
 +1.58385E+02,-5.88581E+01
 +1.58650E+02,-5.90705E+01
 +1.58972E+02,-5.93046E+01
 +1.59186E+02,-5.95107E+01
 +1.59413E+02,-5.97316E+01
 +1.59691E+02,-5.99387E+01
 +1.59803E+02,-6.00055E+01
# -10000, -10000
